review_id,review,sentiment,language,review_length,source
R0280,"What can one say about any Wilder film other than they are the most human and real stories about people and what drives them, bugs them,haunts them. Billy created pictures like paintings that stand forever reflecting the human condition. He paints the good and the bad in all of us. He also paints with love. I can't imagine anyone having a list of greatest films without a Wilder film on it. They will last because they are true. I first saw this movie on TV in the 60s when I was a kid and I had to leave the room because I felt tears welling up in me and was embarrassed. Now I'm an old man and I still feel the tears welling but don't leave the room. I knew these people and loved them and grew up around them. Billy preserved them in this film and not in a 'greatest generation' way but in a most realistic way that preserved the power of the human spirit.",positive,en,167,IMDB
R0281,"El resumen proporcionado por mi guía de TV por cable hizo que suene mucho más interesante de lo que realmente es. ""Slaughhouse Rock"" es, con mucho, la peor película de terror que he visto, un título previamente realizado por ""Legends urbanas: Corte final"". Desde su escena de apertura, podría decir que va a ser realmente malo, pero estaba tan aburrido que no podía preocuparme menos. Esta película contiene actuación ridicial, especialmente por el tipo que está atormentado en sus sueños, increíble como en las tramas no creíbles, y parte de la música más gruesa que he escuchado, y vivo en un período en un período cuando los gustos de Britney Spears y NSYNC dominora las ondas de aire. El mayor problema con ""Slaidsehouse Rock"" es que no es gracioso. Uno sería una película tan aburrida y aburrida y, por lo tanto, no asustadiza, ya que esto intentaría especiar las cosas un poco con unos pocos divertidos de un solo revestimiento y allá, pero no. Hemos atormentado el amigo egocéntrico del hombre que intenta ser gracioso, pero se encontró tan molesto. (Spoiler) y por favor, dime, ¿quién en este mundo loco está loco y lo suficiente como para visitar una cárcel espeluznante en medio de la noche? ¡Nadie! Si vas a hacer una película de terror, al menos haz que sea creíble. Este es todo menos.",negative,es,225,IMDB
R0282,"Dios mío, estoy aprendiendo bastante rápido que a veces cuando ves una película como joven y, de nuevo, 20 años más tarde, obtienes una visión diferente, principalmente porque en 20 años aprendes más. Por ejemplo, no tenía idea de quién era George Cukor, lo que era de un director que era y cuánto hicieron volar esta película. Todo lo que puedo decir es ... realmente me gustó esta película para que tocó un área que paralela a mi vida: la amistad de toda la vida entre dos mujeres. ¿Puede eso existir eso? Bueno, en ciertas dosis, sí ... y esta película se deja caer en un poco ... ""Cómo"". Al ver a un joven sin mucha experiencia en la vida, la primera vez que vi esto, así que me enfocé más en el "" Pieza rica ""y"" famosa ""entre los dos. En ese momento, no tenía idea de que había una diferencia y qué pasaría con dos mujeres que descubrieron que había ... y cómo eso afectaría su amistad. A través de sus hombres, su carrera, las décadas que las definieron. Y llegar a darse cuenta de que una cosa se mantuvo más fuerte que cualquier otra cosa ... su amistad y conociéndose mutuamente más de lo que nadie más podría tener. Entonces, envejecía, estudié un poco ... y observó esta película de nuevo con mi mejor amiga de lo alto Colegio. Entendemos el ángulo 'rico' y 'famoso' ... y seguimos siendo la mejor de los amigos ... pero esta película no es una obra maestra cinematográfica ... se puede ver como un poco campy a veces ... un poco por encima de los puntos (un poco en una ""dinastía"" y el nivel de 'Dallas' para mí.) Y honestamente puedo identificarme con la escena ""Oso de peluche"" para que compartimos un oso que significa mucho más que un relleno. Juguete divertido a través de nuestras pruebas y tribulaciones con hombres / carreras, et al ... no es tan sobre la cima, ya que parece ...! Como muchos ya dijimos, ver MEG Ryan y Matt Latzzzi y Dack Rambo y David Selby son excelentes en esta pieza de 1981. ¡Esta es una buena película ""pollita""!",positive,es,364,IMDB
R0283,This movie is a disgrace. How can you take one of the greatest science fiction stories of all time and turn it into some kind of half-assed love story. The entire beginning of the movie was not in the H.G. Wells story and didn't need to be. Also the Eloi were done completely wrong. They did build houses or form any kind of real society. They didn't care about each other at all. That was an important part of the story. The way they had formed a world that was without hardship or complex emotions. They were barely even aware of the Morlocks. I don't know why this movie was made the way it was but some stories should be told as they are or left alone.,negative,en,127,IMDB
R0284,"Tres niños nacen durante un eclipse solar y se convierten en pequeños tykes asesinos viles, que están por encima de la sospecha de todos, excepto a Joyce (Lori Lethin) y su hermano menor Timmy.Esa es la historia en pocas palabras.La actuación en este es tolerable en su mayor parte.Notable para MTV-J Julie Brown (no el 'Downtown' uno) mostrando algo de piel, y una parte muy temprana (albiedad pequeña) para Michael Dudikoff.No es una gran película de cualquier tramo de la imaginación, sino en el subgénero 'Killer Kids' es un poco de placer culpable.eye Candy: Julie Brown muestra a T & A (la única película hasta ahora, para reclamar ese honor);Sylvia Wright recibe extras de DVD en topless (R1): entrevista de 16 minutos con el productor Max Rosenberg (en el que insulta al director y Canadá, excelentes cosas);Biografía de la caza ed;y remolques para ""beso de la taratula"", ""No abra la puerta"", y una banda roja para ""tareas"" (que presenta desnudez) mi grado: b-",positive,es,163,IMDB
R0285,"Terry Gilliam viajó de nuevo hacia el futuro (ya lo había hecho en ""Brasil"") para contar esta historia sobre un virus que está destruyendo la raza humana. El guión está totalmente loco con algunos trucos fáciles, pero es bastante entretenido y Gilliam demuestra queÉl tiene la imaginación (las escenas futuristas son simplemente geniales).En cuanto al elenco, Bruce Willis y la hermosa Madeleine Stowe (lo que le pasara a ella?) Están bien, pero Brad Pitt es tan molesto, siempre que juega roles que están fuera de su mano, resulta tan forzado y no es creíble entodas.Él debería simplemente jugar a hombres jóvenes exitosos. * Mi tarifa: 7/10",positive,es,106,IMDB
R0286,"Now, the sci-fi channel original company has made some pretty crappy films (House of the dead 2, All souls day, etc.) but when you leave the job entirely to horror master actor/writer and now director, Bruce Campbell, you get one of the best damn made for TV independent horror films ever made! I normally hate these movies, in my previous review, House of the dead 2, I could not believe how horrible the film was! But somehow I took a liking for this film, a very good liking for this film. The violence is good and so is the black comedy in the film and I recommend you get it, a true Bruce Campbell masterpiece! Well, since there is only a few more lines left I can say whatever I want about this movie: IJAJKASIF JHJDJ NXD FNEHSD FHNCFNFVHS DJKEALJWSNS.UHHD SISHSNHF AHCNAKDJH HNDCHJNDNH JACND HCHJNNHW JHJ NASHDNFHCKA FHNKHAD SAKASDADJ FJKDFA",positive,en,150,IMDB
R0287,I saw this film at the Sundance Film Festival and I too was surprised that it didn't generate more notice because it was not only powerful and beautifully crafted but very original. The audience was totally engaged and the greatest part of seeing a film like this at a festival is the opportunity to talk to the director and cast in the Q&A session afterward. They literally had to throw us out of the screening room for the next film - we could have gone on for a lot longer. The film is thought provoking and hilarious at the same time. It will be a shame if this film isn't picked up for wider distribution - I hope it will at least become available on DVD because I want to see it again and share it with everyone I know.,positive,en,140,IMDB
R0288,"Si no has visto esto, es terrible.Es basura pura.Vi esto hace unos 17 años, y todavía estoy jodido de él.",negative,es,20,IMDB
R0289,"Always fancied this film from the video cover. Eventually got round to buying it for a fiver in a sale and boy what a film. A simply stunning performance from all of the case and it's filmed so beautifully. Even at times from a distance so you can barely hear what the dialogue is, as if you really are that distance away picking up bits of the tale. It's really moving, frequently amusing and very watchable. Not much dialogue but is filmed in such a way that you feel so much throuout. A 9/10 from me. A must see.",positive,en,99,IMDB
R0290,"Director Alfred Green's melodrama ""Baby Face"" with Barbara Stanwyck ranks as one of the more notorious of the Pre-Code movies. These films were produced before the Production Code Administration had the power to enforce its rules in 1934. ""Inspiration"" scenarist Gene Markey and ""Midnight Mary"" scribe Kathryn Scola penned the screenplay, based on Mark Canfield's story, about the rise and fall of a girl who used her sexual charms to acquire wealth and position in society. Incidentally, Mark Canfield was a pseudonym for producer Daryl F. Zanuck. These Pre-Code films today seem tame, but they aroused controversy galore and contained more racy material than most movies until the late 1950s when the Code began to erode. The themes that the filmmakers explore are women versus men, women versus women, and women versus society. Our crafty protagonist does enough skulduggery that all themes are about equal.Lily's worthless father Nick Powers (Robert Barret of ""Distant Drums"") operates an illegal speakeasy bar during Prohibition, when the Thirteen Amendment outlawed liquor, and brews his own booze in a still out back. Nick is such as an obnoxious fellow that he pimps out her beautiful, but hard-working daughter Lily (Barbara Stanwyck of ""Night Nurse""), but Lily refuses to help her father out with a sleazy local politician. The politician. Ed Sipple (Arthur Hohl of ""Private Detective 62"") vows to retaliate for Lily's refusal to accommodate him. Later, Nick chews his rebellious daughter out. Lily reproaches him. ""Yeah, I'm a tramp and who's to blame? My father, a swell start you gave me, nothing but men, dirty, rotten men. And you're lower than any of them."" No sooner has she stormed off than Nick dies when his still blows up and kills him. Lily and her African-American maid Chico (Theresa Harris of ""Arrowsmith"") pack their bags and catch a ride of the first freight leaving town.No sooner have our heroines arrived in New York than Lily uses her charm to get a job in a bank. Visually, director Green shows Lily's shrewd ascension up the ladder with camera angles that move upward until Lily's sexuality threatens to destroy the bank. At one point, Lily breaks up a marriage between one bank officer, Ned Stevens (Donald Cook of ""The Public Enemy"") and his fiancée, Anne Carter (Margaret Lindsay of ""Cavalcade"") after Stevens had almost fired her for flirting with her boss, Brody (Douglas Dumbrille of ""His Women"") in the employee restroom. Lily is extremely shrewd and manages to emerge from each debacle better off than before. The board of trustees hires Courtland Trenholm (George Bent of ""Jezebel"") to take over as president of the bank. The first thing that Trenholm does is pay off Lily instead of letting her publish her diary entries about the higher ups at the bank. Moreover, Trenholm ships Lily off to their branch bank in Paris where Lily doesn't create any commotion until Trenholm arrives and they become romantically attached. Lily fights tooth and nail for everything that she has gotten and hates to throw it all away, but she sacrifices everything at the end for her husband.Ironically, Lily winds up back in the same town that she started out in, but Trenholm and she are happy now. ""Baby Face"" qualifies as one of the five best Pre-Code movies. Look for John Wayne dressed up in a suit and tie in one scene.",positive,en,561,IMDB
R0291,"La magnitud de la tragedia de Stalingrad se presenta concisamente al final de la película: ""En la batalla de Stalingrado, más de un millón de personas murieron en acción, se congelaron a muerte o murieron de hambre: rusos, rumanos, italianos, húngaros, Alemanes, austriacos. De los 260,000 hombres rodeados del Sexto Ejército, 91,00o fueron tomados prisioneros, de los cuales solo 6,000 regresaron a su tierra natal, años después. Lo que la historia no dice que fue que Fieldmarshall Paulus, quien se rindió, no compartió Todas las dificultades del cautiverio de sus hombres. Tuvo un trato especial como el prisionero de mayor rango tomado por el ejército soviético. Cuando, durante su presencia en los juicios de Nuremberg, se le preguntó sobre el destino de los 91,000 presos, declaró que estaban bien. Fue liberado después de la guerra y murió en el este de Alemania. La película solo presenta la primera parte de la tragedia, la batalla real de Stalingrado. Sin embargo, para una imagen completa, el destino de los 91,000 prisores tampoco debería serolvidado.",positive,es,172,IMDB
R0292,"No tengo idea de lo que Timwit de San Francisco se le ocurrió esta estúpida parcela, pero aparentemente necesitan salir de las drogas que están tomando y poner a su analista en el dinero de peligro, ahora. Sí, esta es una historia plausible, si usted es una historia plausible, si usted es una historia plausible, si usted es una historia plausible, si Considere la secuencia de abducción alienígena en ""Vida de Brian"" como plausible. Esta película es poco más que un tubo izquierdista. Si los Estados Unidos y la URSS renunciaron a las armas nucleares, el resultado hubiera sido eliminar el único obstáculo real que mantuvo a los dos que participan en una guerra. Malo como Corea, Vietnam y otras guerras de la era, eran ""guerras de proxy"" lucharon para mantener a las superpotencias de un compromiso directo. Esta película me hace pensar en lo realista que era cuando algunos grupos de niños de secundaria irían en una Huelga de hambre contra la proliferación nuclear. Como si alguien decía ""¡Señor presidente, algunos niños en un drástico alto no están comiendo!"" ¡Y Ronald Reagan respondería ""¡Dios mío! ¡Es mejor revisar mi política de defensa!"" ¿Derecha? Como esta película? ¿No sería mejor si la Unión Soviética se hubiera colapsado porque no podían apoyar su construcción de armas masivas ... ¡Espera, eso sucedió!",negative,es,220,IMDB
R0293,"Recientemente me topé con una muestra de TV de ""Passion ..."" (habiendo perdido las escenas de apertura).El currucero de la Sra. Para ser alabado por tener la visión y el coraje para llevar un cuento de balzac extraño a la pantalla.Estoy agradecido a todo el reparto y la tripulación por sus partes para producir una imagen de movimiento tan fina.Debe haber sido arduo tirando tantas escenas en el desierto.Y no puedo comprender cómo su entrenador abogó un ""rendimiento"" tan fino del leopardo, SIMOON.(Esta publicación llama a la mente otra aventura suspensiva, ""presa desnuda"").¿Por qué esta película no es más conocida?Espero poder encontrarlo en video.",positive,es,104,IMDB
R0294,"Me senté a través de esta película esta noche, obligándome a seguir con eso, aunque nunca me importaba a ninguno de los personajes o lo que les sucedió, porque las dos leads, Gérard Philippe y Michèle Morgan, fueron las principales estrellas de cine de su época y yo.Quería verlos en ""algo diferente"", lo cual fue ciertamente.Ambos dieron excelentes actuaciones, sino de personajes desagradables. Además, toda la película se trata de una pequeña ciudad en mal estado en México habitada por personajes casi uniformemente desagradables (el médico es, por supuesto, la principal excepción).Lo que nunca ve a Michèle Morgan en Philippe para enamorarse de él nunca se explica. Esto supuestamente se basa en una obra de Jean-Paul Sartre.Todo lo que podía pensar era que, si el trabajo de Sartre es algo así como esta película, debe ser un intento muy mediocre de imitar la novela magistral de Camus, la plaga, que trató con una plaga en el norte de África. Una película bien actuada pero poco interesante.",negative,es,166,IMDB
R0295,"I always wrote this series off as being a complete stink-fest because Jim Belushi was involved in it, and heavily. But then one day a tragic happenstance occurred. After a White Sox game ended I realized that the remote was all the way on the other side of the room somehow. Now I could have just gotten up and walked across the room to get the remote, or even to the TV to turn the channel. But then why not just get up and walk across the country to watch TV in another state? ""Nuts to that"", I said. So I decided to just hang tight on the couch and take whatever Fate had in store for me. What Fate had in store was an episode of this show, an episode about which I remember very little except that I had once again made a very broad, general sweeping blanket judgment based on zero objective or experiential evidence with nothing whatsoever to back my opinions up with, and once again I was completely right! This show is a total crud-pie! Belushi has all the comedic delivery of a hairy lighthouse foghorn. The women are physically attractive but too Stepford-is to elicit any real feeling from the viewer. There is absolutely no reason to stop yourself from running down to the local TV station with a can of gasoline and a flamethrower and sending every copy of this mutt howling back to hell. Except.. Except for the wonderful comic sty lings of Larry Joe Campbell, America's Greatest Comic Character Actor. This guy plays Belushi's brother-in-law, Andy, and he is gold. How good is he really? Well, aside from being funny, his job is to make Belushi look good. That's like trying to make butt warts look good. But Campbell pulls it off with style. Someone should invent a Nobel Prize in Comic Buffoonery so he can win it every year. Without Larry Joe this show would consist of a slightly vacant looking Courtney Thorne-Smith smacking Belushi over the head with a frying pan while he alternately beats his chest and plays with the straw on the floor of his cage. 5 stars for Larry Joe Campbell designated Comedic Bacon because he improves the flavor of everything he's in!",negative,en,377,IMDB
R0296,"Now this is more like it!One of the best movies I have ever seen!Despite it made very well on all aspects,this movie was put down solely for not being too historically accurate.Loosen up!There are tons of historical movies out there that were forgiven for not being too historically accurate and many of them do not even come close to how grand,how entertaining and how captivating this movie was!Now this is what a movie ticket is all about!You will get exacty what you want from this movie's genre and all naysayers are those with the anti-Flynn syndrome.This conservative rooted syndrome is very closely related to the anti-Elvis,anti-Ali,anti-Clinton,anti-Kennedy syndromes,usually caused by fear of charming individuals who have unconventional beliefs.If the viewer of this movie is open minded and has the ability to separate politics from art,you will find this movie not only one of the best classics,but also one of the best movies of all time.I rate it the second best western ever, right behind Wayne's The Cowboys........",positive,en,166,IMDB
R0297,"Firstly, I would like to point out that people who have criticised this film have made some glaring errors. Anything that has a rating below 6/10 is clearly utter nonsense.Creep is an absolutely fantastic film with amazing film effects. The actors are highly believable, the narrative thought provoking and the horror and graphical content extremely disturbing. There is much mystique in this film. Many questions arise as the audience are revealed to the strange and freakish creature that makes habitat in the dark rat ridden tunnels. How was 'Craig' created and what happened to him?A fantastic film with a large chill factor. A film with so many unanswered questions and a film that needs to be appreciated along with others like 28 Days Later, The Bunker, Dog Soldiers and Deathwatch.Look forward to more of these fantastic films!!",positive,en,137,IMDB
R0298,I feel totally ripped off Someone needs to refund the $495 I spent at Blockbuster to rent this homemade mess This is NOT a musical it is a complete waste of time and my evening What I don't get is why did this get distributed in the first place???somebody MUST have been doing some heavy drugs the night that deal was made I've seen better films come out of film schools and I have been to film school so I can say that as a fact The quality of this work is also just SO VERY bad to viewshot on DV??? Nuff said The songs are not songs but just banter that sounds the same in every section Want to see a good musical? THEN DON'T RENT THIS MOVIE,negative,es,129,IMDB
R0299,"Solo vine aquí para revisar el Hospital Terror para un título alternativo, así que supiera lo que no debe recoger. No solo recibo el título original, pero vengo a encontrar el Hospital Terror es uno de los siete alias más. Este es un verdadero clunker. Por lo general, las películas como esta pueden ser perdonadas por cualquier cantidad de razones, en su mayoría consecuencias involuntarias de la característica de todos los niveles de producción que resultan en al menos una forma de entretenimiento, en su mayoría diversión. Esto no tiene nada de eso. En su lugar, el espectador es testigo de una exposición redimensionante y muy conveniente para la situación de la situación y las escenas emitidas de personajes que se mueven con cautela de la habitación a otra, y todo esto es la mitad de la película. Olvídate de tratar de averiguar dónde está alguien (o quiénes son) durante las escenas oscuras o nocturnas, también; Probablemente no te importará, de todos modos. También hay una secuencia aleatoria de la persecución de automóviles que parece bastante aburrida en comparación con algunas de las películas de ED del conductor anterior, español, me refiero a sentarse en la escuela secundaria. Realmente, estamos hablando de misticismo, posesión, y un asesino en los sueltos aquí, no una mala receta para el cine de basura. Desafortunadamente, no hay nada aquí para que sea una basura ""buena""; Cuando se unieron a lo mencionado anteriormente, los malos efectos de actuación y no tan especiales son solo eso, efectos de acción mala y no tan especiales. Este es solo basura, puro y simple. Déjelo en el bastidor en la tienda de empeño o en esa caja en la venta de patio. Hay una razón allí ...",negative,es,288,IMDB
R0300,"The movie is made in a style that resembles Lock, stock and two smoking barrels, with lot's of subplots, fancy camerawork, cool music and that great tongue-in-cheek Aussie type of humor you'll find nowhere else. How this movie has escaped the European and American audience is a mystery!",positive,en,48,IMDB
R0301,I watched this because of the description and cover art and yet again was deceived.I am getting sick of all these new stupid straight to DVD horror movies.Once in a blue moon 1 will be OK. It started out with a confusing scene and then jumped 30 years and showed a couple one night during a thunderstorm which was OK because I like storms and it set a nice mood.Then it turned into a cool road trip where they ended up at a diner encountering bizarre people.The rest got weird and then got confusing.I did watch it til the end but was even more confused when it ended so badly.I had higher hopes for this movie but it was more like a science fiction then horror and something that should have been made for TV.,negative,en,135,IMDB
R0302,"This is probably the best television show I've ever seen. I first saw it on Comedy Central several years ago. At the time I was unaware that it had been dramatically edited and was shown out of order, and having just watched all three series in order and unedited (thank you internet and your wondrous ""series of tubes"") I am SO GLAD I rediscovered it! I think Comedy Central sort of picked and chose their way through series one and two to make a ""season""......and I tried to get friends and family to watch it, but nobody really seemed to like it (I need new friends). So, on my own, I made the best out of it that I could. Even when I felt like it was waning a bit, I still felt compelled to continue watching. Years after when I discovered Little Britain, I immediately recognized Pauline from LoG as having influenced Marjorie in Fat Fighters. Also, I love the idea of writers who act the entire show....(not new, but done impeccably here). LB has nothing on LoG! (No offense, Matt & David....Love you)! This is indeed a darkly comedic piece of genius. Serial murder, implied cannibalism.....you name it and it's probably found in this wonderful, unique piece of TV art. The location shots from the very first scene themselves are chilling and seem to beckon you to the town of Royston Vasey.....You'll Never Leave! I think my favorite character would have to be Tubbs, but each character as portrayed has it's own ""charm"". My least favorite was Papa Lazarous, that was until he re-surfaced in series three (clever and wholly unexpected)! It's best to watch several episodes in a row as it drives the continuity and as I said before, becomes so compelling (while repulsing) that you really CAN'T stop watching. This is not for those with weak stomachs, kids, conservatives or Grandma (unless you've got one saucy granny)! I have always loved British TV, particularly comedies, from Monty Python to Benny Hill, Red Dwarf to Keeping Up Appearances, Absolutely Fabulous and the British originals Coupling and The Office (but not their US counterparts....sorry). This is unlike any of those in that it completely redraws the line between what's funny and what's just sick and twisted. Nothing, NOTHING on US TV has ever come close to this level of entertainment. US broadcast TV is so sad and lame, I can barely stand to watch ANY of it. It's kind of sad that even our cable channels don't have the guts to show unedited versions of this gem (your loss, Comedy Central). Thankfully there are shows like this one that come from the ""across the pond"" that redeem the entire medium every decade or so. Basic cable here in the US has been making tiny steps the last few years in confidently ""crossing lines"" with more graphic sexual content, drug use and adult language, but they are still years away from just deciding to be Adults about showing real life, adult behavior (instead of just murder obsession and blowing things up, sheesh, it's like the same basic show format for the past 35 years)! Don't even get me started on US sitcoms! Waste of time and lots of wasted money......did you know that ""According to Jim"" has been on the air for 10 years??? 10 YEARS?? Anyway... Watch this show, get it on DVD, do what you must and then make your friends watch it as well! You've never seen anything like it. There are three specials that I have not watched yet....I'm saving them to spring on my best friend next time he visits. He'll watch them, even if I have to chain him up and paint him with Excrement! Lines and lines and lines and lines! Note that series three departs from one and two....the greater town seems to fall away to concentrate on newer characters, the laugh track is gone (thank bloody hell), the theme is more band and less orchestra and a bit of the story takes place outside of Royston Vasey. Don't be thrown by any of that as by the end, the series has preserved the quiet perversity first demonstrated in series one and two. I think these four guys have created something sort of undefinable. Brilliant, confident and absolutely demented. You will want to re-watch it again and again. It's amazing that in 5 seconds of screen time they can go from cheap sight-gag to horrifying blasphemy then end with a single actors close-up facial expression. If ever I were to meet any of the writer/performers, I'd implore them not to recreate it or try to top it.....I'd just say ""Can I help you at all?"" (Then they'd probably slap me, so I'd ask them to sign the slap-mark)! 10 out of 10",positive,en,801,IMDB
R0303,"Obtuve esta pequeña pieza de Scuzz en la etiqueta de DVD ""Tales of Voodoo"" de Videoasia.Bastante donde se supone que el vudú encaja, no tengo idea.De hecho, generalmente no me conectaría vudú con Indonesia de todos modos (y mucho menos con WIPS). Saber y amar las películas de WIP.He visto la mayoría de ellos.Por lo tanto, no pude resistirme a esta gema poco conocida de la descripción que se le da en la portada. Es espantoso.No puedes tener una película de WIP si las mujeres mantienen su ropa (incluso en la ducha).Aunque le da un guiño al género de explotación, WIP sin desnudez es como una gran Mac sin la carne. En mi gimnasio, la maestra solía decir, en general, preferiría estar en la discoteca ...",negative,es,126,IMDB
R0304,"El secreto de Kells es una característica animada independiente que nos da una de las historias legendas que rodean el Libro de Kells, un manuscrito iluminado de la Edad Media con los cuatro evangelios del Nuevo Testamento. No sabía que este libro realmente existe, pero sabiendo que ahora hace que mi interpretación y análisis sea mucho más fácil. Hay algunas historias e ideas que flotan sobre cómo llegaron el libro, quien lo escribió y cómo ha sobrevivido más de 1.000 años. Este es uno de ellos. Nos presentamos a Brendan, un huérfano que vive en la Abadía de Kells en Irlanda con su tío, célula abad (con voz en que Brendan Gleeson). La célula de Abbot está construyendo una pared masiva alrededor de la abadía para proteger a los aldeanos y monjes. Brendan no es aficionado a la pared y tampoco los otros monjes. Están más enfocados en la lectura y escritura, algo de célula abad no tiene tiempo para ya. Él teme al ""Northmen"", aquellos que saquean y abandonan pueblos y pueblos vacíos y quemados al suelo. Un día, un viajero proviene de la isla de Iona, cerca de Escocia. Es Hermano Aidan, un hombre muy sabio que lleva con él un libro especial que aún no está terminado. La célula de Abbot le otorga permiso para quedarse y brendan los amigos con él. Aidan tiene planes especiales para Brendan. Primero necesita tinta para el libro, pero requiere bayas específicas. La única forma de conseguirlos es aventurarse fuera de las paredes y en el bosque, un área fuera de los límites a Brendan. Al ver que es la única oportunidad de que Aidan continúe su trabajo, decide escabullirse y regresar con las bayas antes de que su tío se nota su ausencia. En el bosque Brendan se encuentra con Ashley, el protector del bosque. Ella permite que Brendan Passage a las bayas y en el camino se convierte en similar a su compañía. Ella le advierte el peligro que se avecina en la oscuridad y no de lomo con él. Hay cosas peor que los vikingos por ahí. Desde allí, Brendan se encuentra con más desafíos con el libro y la certeza de invasión, como la historia mucho más, ahora que sé de qué se trata. Saber ahora lo que es el libro de Kells y lo que contiene, la animación tiene perfecto sentido. Estoy seguro de que has visto fotos o copias de los textos viejos de hace cientos de años, con fronteras con frilidad, imágenes coloridas y patrones extravagantes, criaturas y escritos que adornan las páginas. Al igual que los marcos de apertura de Disney, la espada en la piedra. La animación aquí contiene muchos diseños y patrones similares. Crea una experiencia de visualización muy única donde la historia y la animación casi intentan superarse mutuamente. No pude quitar mis ojos del increíble detalle. Esta es una de las mejores animaciones 2D que he visto en años. Es vibrante, estimulante y lleno de vida. Los personajes están constantemente rodeados de diseños, garabatos y patrones en árboles, en las paredes, y en el aire simplemente flotando. Mejora la película. La historia es satisfactoria, aunque creo que el final podría haberse ensanchado un poco más. Con un tiempo de ejecución de solo 75 minutos, creo que podría haber habido algo especial en el acto final. No le da mucha información ni alude a la importancia del libro. Nos recuerdamos a su importancia, pero nunca entienden completamente. Se nos dice que da esperanza, pero nunca por qué o cómo. Esa fue realmente la única parte carente de la película. De lo contrario, pensé que la historia era interesante, aunque completamente superada por la animación. Supongo que está bien en cierto punto. La animación puede llevar una película hasta ahora antes de que caiga corta. La historia carece de algunas partes, pero es una toma interesante en una pieza de historia fascinante. Recomendaría buscar brevemente el libro de Kells solo para tener una idea de lo que yo y esta película están hablando. Creo que ayudará a su experiencia de visualización mucho más. Esta una película muy impresionante y bellamente ilustrada que definitivamente no debería perderse.",positive,es,695,IMDB
R0305,"I was thinking that the main character, the astronaut with the bad case of the runs(in his case, his skin, hair, muscles, etc) could always get more movie work after he'd been reduced to a puddle. All he has to do is get a job as the Blob. The premise of this flick is pretty lame. An astronaut gets exposed to sunspot radiation(I think), and so begins to act like an ice cream cone on a hot day. Not only is this a puzzler, but apparently he has to kill humans and consume their flesh so that he can maintain some kind of cell integrity. Huh? Have you ever noticed that whenever any kind of radiation accident or experiment happens, the person instantly turns into a killing machine? Why is that?The astronaut lumbers off into the night from the 'secret facility'(which has no security whatsoever), shedding parts of himself as he goes. Apparently he retains just enough memory to make him head for the launch pad, maybe because he wanted to return to space. Thus begins the part of the movie that's pretty much filler, with a doctor wandering around with a Geiger counter, trying to find the melting man by the buzz he gives off. He kills a stupid Bill Gates look-alike fisherman, scares a little girl a la the Frankenstein monster movie, and finishes off a wacky older couple(punishing them karmically for stealing some lemons). Then there's a short scene where he whacks his former General, and a very long scene where he kills a young pothead and chases his girlfriend around. You'd think that after she cuts his arm off and he run away, the scene would shift. But no...we're treated to about ten minutes of the woman huddled into a corner panting and screaming in terror, even though the monster is gone. All I could think was..director's girlfriend, anyone?The end of the movie is even lamer than the rest of it. The melting man finishes turning into a pile of goo, and then...nothing. That's it. That's the end of the movie. Well, at least that meant that there was no room for a sequel.",negative,en,358,IMDB
